id,Image,Chockolate_type,Name,Date,Weight,Pack_type
321,a15e630c0035d3a1850ee6b427a09aba3c3289c4195c15e529782dce1a58d29b.jpg,Шоколад,"""Сливочный""",NaN,Вес - 100 г,Упаковка - обертка
322,6b6b69e22f13ebf413e36687c4173bf38e88f881b9e8db2384ea167fca63058c.jpg,Шоколад крем-молоко,"""Шокотель""",NaN,Вес - 50 г,Упаковка - конверт
323,cd43f3b40ad42dbb3a6b9d0ad9566e994953bdb092c3688cead70fb578767c38.jpg,Шоколад,"""Спорт""",NaN,Вес - 25 г,Упаковка - обертка
324,d9c8efec73063acaee86471eecdbe064b09f96f0af77d39a988fd31df19586c3.jpg,Темный шоколад,"""Velma""",Годен до октября 2009,Вес - 100 г,Упаковка - конверт
325,99e2414272189710f14e8ce1c35116b47e1812f8c64ff820b912eed01956a37d.jpg,Молочный и белый шоколад,"""Hibbi""",NaN,Вес - 100 г,Упаковка - конверт
326,cdba393c650c04568f1bee2107ac86acd95f3b311c6af5f84b9430a97235f7b8.jpg,Темный шоколад с начинкой крем-молоко,"""Шокотель""",NaN,Вес - 50 г,Упаковка - конверт
327,559da9a08f49e9cd4eb7443b1526454cab3625bb3dfa0784c5c50c765f22a4d7.jpg,Шоколад,"""Спорт""",NaN,Вес - 100 г,Упаковка - обертка
328,f82cc498949e0140f4d68eac2163468fe8cc0d52af4de93a115489f1ae808124.jpg,Белый шоколад с воздушным рисом,"""Junior""",Годен до мая 2009,Вес - 75 г,Упаковка - конверт
329,a8709f185b4115ee790f9d4838ebd50f978e502a48744ab2712720a62b2bf703.jpg,Темный шоколад с начинкой крем-молоко,"""Шокотель""",NaN,Вес - 50 г,Упаковка - конверт
330,c5105ca1a73a5e0f9f79807d25e3a80aa65941ef8d1b1a5e551ad15cf7f7e015.jpg,Шоколад,"""Улыбка""",NaN,Вес - 25 г,Упаковка - обертка
331,432322de1aae8dae3d6d9851e2941c7b555e1122a546b77cea1dda032626d191.jpg,Шоколад крем-шоколад,"""Шокотель""",NaN,Вес - 50 г,Упаковка - конверт
332,b0798d29e0a2ace10f413692859e3a70122d46ab707a10ec04f64610ee5b5145.jpg,Шоколад,"""Улыбка""",NaN,Вес - 100 г,Упаковка - обертка
333,5c6b60e423b66f9ae1873cb505c5d34f191afe8a8b8deba9c46beea85b0f04ac.jpg, Молочный шоколад с дробленым лесным орехом,"""Aida"" (название условное)",Годен до апреля 1996,Вес - 100 г,Упаковка - конверт
334,f7cfc2fd604dfc654fb00946161be8f1403cc462400c8c212e6e0399a0619896.jpg,Шоколад крем-шоколад,"""Шокотель""",NaN,Вес - 50 г,Упаковка - конверт
335,e9632a91bebe4c6c0e4f23b758ee9f5aa4b1bb01e940897c4862144a31cd2418.jpg,Шоколад,"""Чайка""",NaN,Вес - 25 г,Упаковка - обертка
336,46fc1262494d51ecf31002839b57ea853baeb5818ad0b5ba0514fe9becc35797.jpg,Молочный шоколад с начинкой тирамису,"""Terravita""  (название условное)",Годен до декабря 2008,Вес - 100 г,Упаковка - конверт
337,e2159e0a018b218929aa3d0f9f6e7a65b3c721660c66bec657b5242ed9dcaa4f.jpg,Шоколад,"""Чайка""",NaN,Вес - 25 г,Упаковка - обертка
338,096f67fc5865218806b29b2c6268a440895d77b6c8315e79a62c5133b9801f4b.jpg, Молочный шоколад с изюмом и лесным орехом,"""Aida"" (название условное)",Годен до октября 1996,Вес - 100 г,Упаковка - конверт
339,be834f66954cd6ec21758e2f948373e9685f1a22d2749ea94d8a11a82d47605d.jpg,Шоколад,"""Экстра с молоком""",NaN,Вес - 50 г,Упаковка - обертка
340,58e67f8c1c58b0b9928843cc3e6a00bf291aeadb8a7ceec48e77919599e39044.jpg,Темный шоколад с апельсиновыми цукатами и перцем чили,"""Cocoacara""  (название условное)",Годен до ноября 2017,Вес - 100 г,Упаковка - прямоугольная коробка
341,83bebc9ce1d306f97a6680f971a0601ec08f9e650ab913a1f776bd4bc1c61282.jpg," Молочный шоколад с изюмом, лесным орехом и миндалем","""Aida"" (название условное)",Годен до сентября 1996,Вес - 100 г,Упаковка - конверт
342,b019b42191b0a441ede01c31aa8ab69a7971ddedb1df24990105c26d5c31d1c0.jpg,Шоколад,"""Экстра с молоком""",NaN,Вес - 100 г,Упаковка - обертка
343,f943695d49f15c1186671fd23fe88d234320fcfc3f0262a738b2665d14b8b9c7.jpg,Темный шоколад с кофе и кардамоном,"""Cocoacara""  (название условное)",Годен до апреля 2018,Вес - 100 г,Упаковка - прямоугольная коробка
344,8320828cc8ab987b0d62f2f41e678506efe75384669e7d2a1210960ff2be6943.jpg,Молочный шоколад,"""Мультяшки""",NaN,Вес - 90 г,Упаковка - конверт
345,bf558569b9574e94d6806857c1f73024c83551cd5ac7806abac5cca58a5f16a1.jpg,Шоколад,"""Юбилейный""",NaN,Вес - 25 г,Упаковка - обертка
346,98270ee1328f0d5849b3c2846781ccc5120d0ed364b5ed1efa6858570ff2a7b9.jpg,Шоколад,"""Юбилейный""",NaN,Вес - 25 г,Упаковка - обертка
347,fe5b482584d0a07cae67d52b6e645e1c8f1213817a4c333a9984ce9b222f26d0.jpg,Молочный шоколад,"""Мультяшки""",NaN,Вес - 90 г,Упаковка - конверт
348,e275e9f565ce055877599dea570b8d95b0636356e75d0fe50c85574568f8c11c.jpg,Молочный шоколад,"""Grand Candy"" (название условное)",NaN,Вес - 90 г,Упаковка - флоу-пак
349,e96ce3cfcefb1c7fffcc2401f0abc0ab25f2ae306bf70b7c1ce3d757166f7ecc.jpg,Кондитерская плитка с арахисом,"""Pani Twardowska""",NaN,Вес - 100 г,Упаковка - конверт
350,0540bf95bad803591af20088ff7f152b9336b6b36ac8afd51deea3193269fea7.jpg,Молочный шоколад,"""Chocal""  (название условное)",Годен до апреля 2020,Вес - 28 г,Упаковка - обертка
351,727054fe3daa2c4e95da7618f2c4e4563eb8f8c8ba089106c13fe046f2ef75af.jpg,Молочный шоколад,"""Grand Candy"" (название условное)",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
352,794206e7769dcd4c84f5a13ff531576f23f4bb4007ae9fb63c519a5896752f87.jpg,Молочный шоколад,"""Мультяшки""",NaN,Вес - 90 г,Упаковка - конверт
353,97a67e60f302901107d781d14d03a02c41750d20a32251ca79b387b4fca7c5d6.jpg,Молочный шоколад,"""Jagiellonska""",Годен до июня 2009,Вес - 100 г,Упаковка - конверт
354,f2ac6129807f1dae032e2ce4e41292756c669a5beb245ccc89d212514858ead0.jpg,Шоколад с кофейными чипсами,"""Chocal""  (название условное)",Годен до апреля 2020,Вес - 28 г,Упаковка - обертка
355,642c8aaefab2db28eeb0af966ae34f9d248c9363562cc9ec0897df84c96721c2.jpg,Молочный шоколад с воздушным рисом и семенами кунжута,"""Grand Candy"" (название условное)",NaN,Вес - 90 г,Упаковка - флоу-пак
356,235693ebf3053226a2ecd5ad66375af0b75ac3078d63d2cedcbb8e577f5420b7.jpg,"Молочный шоколад с начинкой ""коровка""","""Maximum""",Годен до ноября 2009,Вес - 100 г,Упаковка - флоу-пак
357,a97689e01f261740f004f661c06a9e15c5923c3a8efe34b79cf7fdb720cdf971.jpg,Молочный шоколад с миндалем,"""Grand Candy"" (название условное)",NaN,Вес - 90 г,Упаковка - флоу-пак
358,0b273561c64ecc762406eccdd8f54cf0d1b93470985df7fcdd1c53fcde4b1ddc.jpg,Сладкий шоколад,"""Embajador""",Годен до декабря 2019,Вес - 26 г,Упаковка - флоу-пак
359,8d649007a41ceb9589803b850afcf35873854cf69b80b9427c249b6c4cc4e440.jpg,Молочный шоколад с шипучей начинкой,"""X-Plode""",Годен до октября 2008,Вес - 98 г,Упаковка - флоу-пак
360,55fafffbcf9a431ad2d1671555dcd6ffcac434193d41e869e23840c8ed02557b.jpg,Шоколад,"""Классик"" (название условное)",NaN,Вес - 90 г,Упаковка - трапецевидная коробка
361,b18cab448ffe795ba9499da1c7b7d0af278bd685c49ecf87a513db9839a7217b.jpg,Молочный шоколад,"""BUCHERON BABY""",NaN,Вес - 50 г,Упаковка - прямоугольная коробка
362,044258784769cb9850e463811c803dec239def8241fcecaca304a889f5d0d19b.jpg,Шоколад с начинкой,"""Michalki zamkowe""",NaN,Вес - 102 г,Упаковка - флоу-пак
363,612be76e8f8c61d229b23804ac693928a850d7803027c0feeabe7b82d76a41bd.jpg,Шоколад,"""Классик""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
364,45437aecd25eb5a13d7e452fb68ac05e07558d1a345c9667d5ad41b23dc2601e.jpg,Молочный шоколад,"""SOBRANIE""",NaN,Вес - 90 г,Упаковка - прямоугольная коробка
365,07ff48400e66f4f6aee1086d74a6d2f33f0b4b29d0875ce4ba7dd434f643a589.jpg,Десертный (темный) шоколад без сахара,"""Sugar Free""  (название условное)",Годен до января 2009,Вес - 80 г,Упаковка - конверт
366,a6165bf0ee11fd21e643b910cbc8baa5bdf7b43bcb7ba0dcbc8972f2360fff67.jpg,Молочный  шоколад,"""Dairy Milk""",NaN,Вес - 37 г,Упаковка - флоу-пак
367,3287f57564b05bfa7ebda79aedb591b1f670c926500c9fa131de3f2c736c0b21.jpg,Молочный  шоколад с изюмом и миндалем,"""Dairy Milk""",NaN,Вес - 40 г,Упаковка - флоу-пак
368,dfe761864904be8e28103798cde1c999cfdb76fc82ea7505f19bf1e5f4344215.jpg,Молочный шоколад,"""Учись на отлично""",NaN,Вес - 90 г,Упаковка - конверт
369,5d796793aed85d56577eaba88ea9aa57b4eda207597355ea3cd8933045b1973f.jpg,Темный шоколад,"""Gorzka Krakowska""",Годен до июля 2009,Вес - 100 г,Упаковка - конверт
370,fb26c148b8b0f90dca947ba3c0956f340f20568a5ba9efb840fadb7b1cdba4fc.jpg,Горький шоколад,"""JOYCO"" (название условное)",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
371,d0a951bb29110f93cebfdac91f9e47b55f53b31d2f4e7d280864cce9d5b3c0ee.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
372,c99b84c9486d4a22f941612d73536c961a907ee76931b33a9cfc8c3d5a59276e.jpg,Молочный  шоколад с лесным орехом,"""Dairy Milk""",NaN,Вес - 37 г,Упаковка - флоу-пак
373,cbaf88673ce3aa1ff93945bb0ebb85a901539edc3ac6672987aca076268f4192.jpg,"Молочный шоколад с витаминами А, D, Е и кальцием","""Sportmax""  (название условное)",NaN,Вес - 50 г,Упаковка - флоу-пак
374,b376adb0924acde78cb18972f8d6a9eebcd72d8d037d92c1509a38ef6b94c70e.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
375,d5bdce151aa552091f027179659a4dd8a01fa68e1f20684558492607acef9d48.jpg,Темный шоколад,"""Wawel""  (название условное)",NaN,Вес - 100 г,Упаковка - конверт
376,59c1fd48f352cdb81d84f2c193f777b4caeeeb3c89be2538bcf3886ae9c49401.jpg,Молочный  шоколад с мармеладом и печеньем,"""Dairy Milk""",NaN,Вес - 38 г,Упаковка - флоу-пак
377,877fcceebc313686ec33d3ee12c06d3cee08a083f989ecd5ae1752a739e89c8d.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
378,7de17e12e51a73938450824a0aa30efaadbe112bea8059d50e5ea1a6a49e1970.jpg,Молочный шоколад с фундуком,"""Учись на отлично""",NaN,Вес - 90 г,Упаковка - конверт
379,2b962fb886f894e54a846b484cd19c706c2cb9b9fa07da6663cd6c4a1f63ec94.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
380,a0db10095b1077ceaa7324aa107087d08a1fa5be02388e7f340af99bcb4ff327.jpg,"Молочный  шоколад с мармеладом, разноцветными драже и взрывной карамелью","""Dairy Milk""",NaN,Вес - 38 г,Упаковка - флоу-пак
381,c3c6febbf946596b8399b863b49a5488de9d5f58959bca44d14934fe2bcdc5e8.jpg,Темный шоколад с апельсиновыми цукатами,"""Pelna slonca""",Годен до февраля 2009,Вес - 100 г,Упаковка - флоу-пак
382,a53eeb874014cfcbbbe9425afbc04d4f7f6ae5605e414280a767da2d530c67a3.jpg,Молочный шоколад со злаками,"""Bucheron Kids""  (название условное)",NaN,Вес - 50 г,Упаковка - флоу-пак
383,13805ebf8b212cbbd982cb4da0ff87fdb1ad609bf7518290dff3776c8ca654f1.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
384,d19cde95e36537d762312685dd999fb9d8d2881961a64ae599bb20ecc84fd0c8.jpg,Молочный  пористый шоколад,"""Dairy Milk""",NaN,Вес - 28 г,Упаковка - флоу-пак
385,ffb2ecbd44336220549afb66f4b20059fe6bff64bd94a1d5bb391e3555f8536e.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
386,2cdb01dcb9574f00048af85c292909a521b0414d2843cd392f7fe08dfdc0a232.jpg,Темный шоколад с начинкой из какао,"""Kasztanki""",Годен до октября 2008,Вес - 100 г,Упаковка - флоу-пак
387,0a32d52aecb5e27ed2e2c53eaa8167be664a7ed5ad3e53d9db486d24b413c625.jpg,Темный шоколад с апельсином и миндалем,"""Bucheron Kids""  (название условное)",NaN,Вес - 50 г,Упаковка - флоу-пак
388,2f0f34cf64d13f0d2f731abf188c05fa5feb2b8cc2fcc78829e4df66ef631c28.jpg,Шоколад (горький),"""Драм Республики Армения""",NaN,Вес - 15 г,Упаковка - обертка
389,3c02c61f342ec5cbdb0594fa7ed94064c38091e9a82fa09efe791b88954da942.jpg,Горький шоколад с кусочками клюквы,"""SWISS ORIGINAL""  (название условное)",NaN,Вес - 100 г,Упаковка - прямоугольная коробка
390,7cde54d7b16bbfdc0e3282191edf5a4193bb9eed078206cd93e60f532a9b9e01.jpg,Шоколад с клубничной начинкой,"""E.Wedel""  (название условное)",Годен до февраля 1995,Вес - 100 г,Упаковка - конверт
391,852acff62b1aacb20a625adb2cfe791fd2b551616550ab575dd4b3149212736e.jpg,Темный шоколад 55 % какао,"""India twilight tryst"" (название условное)",NaN,Вес - 125 г,Упаковка - прямоугольная коробка
392,ce740f01ba5f0fbc2e43c82273c51210915a6194539f26fba8c12ab5a8bf668b.jpg,Шоколад,"""Ванильный""",NaN,Вес - 100 г,Упаковка - обертка
393,9bb79b783b30d5583f535ac8db8b4a46076ba3e71faaecd5f64f0fb366ec02ef.jpg,Горький шоколад ( 72 % ) с лаймом,"""RICH COLLECTION""",NaN,Вес - 70 г,Упаковка - прямоугольная коробка
394,543412006fabc2f78d8a8cf65052ac14dff34ecd1c63f224c3b6a29af0dcd6fa.jpg,Горький шоколад с морской солью,"""SWISS ORIGINAL""  (название условное)",NaN,Вес - 100 г,Упаковка - прямоугольная коробка
395,da8743646b2e58f6815065d6476d69759e7d18e7a8df37c12ae0de784dd5a64d.jpg,Темный шоколад 55 % какао,"""Colombia classique black"" (название условное)",NaN,Вес - 125 г,Упаковка - прямоугольная коробка
396,d862d4bef0333273f3f59609f2af279c8a8f0560827bc9321846a17dae7ae151.jpg,Молочный шоколад,"""E.Wedel""  (название условное)",Годен до июня 2014,Вес - 100 г,Упаковка - флоу-пак
397,5a91a2a0cd16a411700f814ff036fcb1de433b92cfe18d82476b4ff5dacb1bec.jpg,Шоколад молочный,"""Родны кут""",NaN,Вес - 80 г,Упаковка - конверт
398,fb4f0d819dc3aaa745a31193de48c902b91b43ea1a6e486ca0ec5b04db762cb4.jpg,"Молочный шоколад с изюмом, арахисом и лесными орехами","""E.Wedel""  (название условное)",Годен до июля 2014,Вес - 100 г,Упаковка - флоу-пак
399,63ff4853b90a5863c9d359dcee0b268268b99d6c9f9ef43949b78625cd39b0cc.jpg,Темный  шоколад с кокосом,"""Gallardo""",NaN,Вес - 23 г,Упаковка - флоу-пак
400,70e962e7da687fbb3de17ab2bc00d37b1e36b0cadc15965416fcaca8d1d113a4.jpg,Шоколад молочный с изюмом и арахисом,"""ЛЮКС Самарский"" (название условное)",NaN,Вес - 100 г,Упаковка - прямоугольная коробка
401,64bd504af4ddf3d1d563f37655fe5eb254b53e3f5f2110b1d9bf2f78ed24f8da.jpg,Шоколад молочный,"""Идеал""",NaN,Вес - 100 г,Упаковка - конверт
402,1bec1b69e5f876b54a1ef56df3ab54a31a9c24723b368ea1f0857b63f524f853.jpg,Молочный шоколад с миндалем,"""Jubileu""",Годен до августа 2012,Вес - 100 г,Упаковка - трапецевидная коробка
403,868f3b200049ec1f20634fc733b663eda372e3f51aee86678f5d1a098cb5f346.jpg,Молочный шоколад без сахара с миндалем,"""Delaviuda"" (название условное)",Годен до сентября 2017,Вес - 100 г,Упаковка - прямоугольная коробка
404,6656000ce86899e6c8afaf1e82e34b9f3ad322fc3403458cb5a696cd456bb59d.jpg,Шоколад молочный,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
405,d402cf3cb1242c3f8d3816fdfe21e0850d7b6a2d0279b1cadf2d3d5f4a7a222d.jpg,Горький шоколад 70 % какао,"""Delaviuda"" (название условное)",Годен до октября 2013,Вес - 100 г,Упаковка - прямоугольная коробка
406,5f0fd669de51180ba5bff7f964224f2bb4682a8feb09b1a48223e6559f65b722.jpg,Шоколад с бататом,"""Okasi""",NaN,Вес - 80 г,Упаковка - прямоугольная коробка
407,75fd00822d59e5fe5b12be5ffa2aa83c99ed6640babbb8f5a7957da6a1034373.jpg,Шоколад молочный с абрикосом,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
408,e941908d507e61bde92f7e0e3709bb584c6a712e4bfc84e495448d7b4ce7f066.jpg,Шоколад обыкновенный без добавлений молочный,"""СладКо""",NaN,Вес - 25 г,Упаковка - конверт
409,6fc7952bc6ddabdbd275dbe94f606031852d36a0e10a4c0da780c95b13292b22.jpg,Шоколад молочный с абрикосом,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
410,0beb8a22447939351718f582ebb6e842638df78a49f2d3d9e3b22bff42fa79a0.jpg,Шоколад молочный,"""Вави Wali золотой""",NaN,Вес - 100 г,Упаковка - флоу-пак
411,563ba0228ef2bdf62c5ca2419cb4daab8c48e5a8cfca098565b823ae351a2dbc.jpg,Шоколад обыкновенный с добавлениями молочный,"""СладКо""",NaN,Вес - 92 г,Упаковка - конверт
412,d38be1204662905d6a0d88fd8503cb1cd868baa7bbd83dd9d5c92e2dcfc8bc4d.jpg,Молочная плитка,"""El Cigarral""",NaN,Вес - 100 г,Упаковка - конверт
413,723b5fb3260ded0c12a6d5fbc5c76e5f6006e9c6d4963fbd6b314f812a7195d9.jpg,Шоколад молочный с изюмом,"""Идеал""",NaN,Вес - 100 г,Упаковка - конверт
414,4c4bc00c94059afbb4707bc045a12ff37d7103eacac27ef8e777b8305d25f0f0.jpg,Шоколад,"""Серебряный Блок""",Годен до августа 2002,Вес - 100 г,Упаковка - флоу-пак
415,407807e11e1ad9645b409d1ca28827f48155dc31fbd98e9c7217434b34fc7810.jpg,Молочная плитка с арахисом,"""Virgen de la Victoria""",NaN,Вес - 100 г,Упаковка - конверт
416,d0a465a8349fcbde8c7ac53843a1f5b6bd657a28b2240ee2560b03ba481c2760.jpg,Шоколад обыкновенный без добавлений молочный,"""СладКо""",NaN,Вес - 92 г,Упаковка - конверт
417,8b7cf6c4caefb822b8a1bf942bbbab50cb2cec91a58ad3942477c7677891a984.jpg,Шоколад молочный с изюмом и орехами,"""Идеал""",NaN,Вес - 100 г,Упаковка - конверт
418,1c76313b9fb63e8ce47968577a862daa92916293b54d969dd4555082f73bc217.jpg,Шоколад,"""Серебряный Блок""",NaN,Вес - 100 г,Упаковка - флоу-пак
419,a53ea10e5a9d523000fc68ed487f4f79e3f92cda0d5831064755f1a1fe47ca37.jpg,Шоколад молочный с кокосом,"""Идеал""",NaN,Вес - 100 г,Упаковка - конверт
420,1f848b5862b3fdd0a36d4a77ab881ba73343b8d1658adabe26049c1d4359168b.jpg,Шоколад обыкновенный с добавлениями молочный с изюмом и фундуком,"""СладКо""",NaN,Вес - 92 г,Упаковка - конверт
421,99959fee84030aecc35fe995bcf615203207a75ca572217cfa1407ae176ff491.jpg,Шоколад молочный с целым миндалем,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка с окном неправильной формы
422,d06d2550009548f6b493df0cd675e3d8bae7b695d7c01e4b31334f70c6246aae.jpg,Шоколад обыкновенный с добавлениями молочный с изюмом и фундуком,"""СладКо""",NaN,Вес - 92 г,Упаковка - конверт
423,138a6147a43b5f121073df6d5f5f6b3119d8e35e1b5f4b09fa87f854d79514e5.jpg,Молочный шоколад,"""Los clasicos""",Годен до сентября 2019,Вес - 150 г,Упаковка - флоу-пак
424,013b93047e56e948f78e7db4b6e24c8dcb54fbde2a659fd05f64993a7154fdd7.jpg,Шоколад молочный ореховый,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
425,30a21f2c68bc9f56f75916affa3995d28c6cd9ba741e3e68c51cb12b641f92a4.jpg,Шоколад молочный с начинкой лесной орех,"""СладКо""",NaN,Вес - 90 г,Упаковка - флоу-пак
426,09256de7b288b603f1450d8a8b63fb6976f51703d329a2f08f1b8fffe0e52f5c.jpg,Шоколад молочный с орехами,"""Туки-Туки""",NaN,Вес - 100 г,Упаковка - конверт
427,7797013a76a42c3783ef41a8fa75306663076325359f6e382b3e8e5709adb2cb.jpg,Молочный шоколад с воздушным рисом,"""Gold""",Годен до октября 2018,Вес - 100 г,Упаковка - флоу-пак
428,f99330033ed5f242811ff1d4d74a28a55f107f6652d72c0bff882e48627638c7.jpg,Шоколад молочный с орехом,"(на боковых сторонах коробки указано ""с фундуком"")",NaN,Вес - 100 г,Упаковка - трапецевидная коробка с окном неправильной формы
429,a0f48ede6f8138af316273cb77460b7b24427cf098ac89ea6f009dba3660b422.jpg,Шоколад молочный с орехами,"""Туки-Туки""",NaN,Вес - 100 г,Упаковка - конверт
430,99e3174057ec43a6bc9107dee27b99d30ea95d1d7b0dcc6aa1d1eb0a3a072c6d.jpg,Шоколад молочный с начинкой со вкусом клубника-йогурт,"""СладКо""",NaN,Вес - 90 г,Упаковка - флоу-пак
431,9e3ff9912a5cfa4b95fe549f907446cfee76c3664ba217a5179b1e5e66d61ee3.jpg,Молочный шоколад с изюмом,"""Supremo""",NaN,Вес - 100 г,Упаковка - конверт
432,e4aec7f702a876ef9513e29fe0d94a84edd10c2c168815b37ca41fa8f2d4ee8b.jpg,Шоколад молочный с черносливом,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
433,22b52c46e6ecf55f83b4177172929385bf97857efb11be75a186d0501deb2587.jpg,Шоколад с хрустящими шариками,"""Вовочка""",NaN,Вес - 100 г,Упаковка - конверт
434,13cd3d09133e87fb93bb41312190f540353847db97f264e35a1fe784275b3389.jpg,Шоколад молочный с начинкой со вкусом черника-йогурт,"""СладКо""",NaN,Вес - 90 г,Упаковка - флоу-пак
435,15f80b9bde6bb228986561ce24ac276a690f41c0d835aba44ed336eec8ec06bc.jpg,Молочный шоколад с миндалем,"""Supremo""",NaN,Вес - 100 г,Упаковка - конверт
436,1dcc46fb3a25c8e81016afee3ab5cc3ce3dfe80057c6ad3547696625eaa55d42.jpg,Шоколад десертный,"""Идеал""",NaN,Вес - 100 г,Упаковка - конверт
437,ec0d16af3aa53450b4d27cc27fe01d8b22d5f3436d6c675f162aa24a0ad98bbc.jpg,Шоколад горький,"""СладКо""",NaN,Вес - 25 г,Упаковка - конверт
438,39433e747434fc2e6f6659e45713019bbd2d81a6b7a6e2f50e5b1fcc1c00088f.jpg,Молочный шоколад с фундуком,"""Supremo""",NaN,Вес - 100 г,Упаковка - конверт
439,2acfc8f7a66a30093ac1698453e01946f758f5af1af2b9243902c89fcbf12442.jpg,Шоколад горький,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
440,08a8937ea7d91352a9f06bd96f026bed55d2ac5b93a188c0d8763a13304862d2.jpg,Шоколад горький,"""СладКо""",NaN,Вес - 92 г,Упаковка - конверт
441,7b83ea6033b5c0a88ddf0f2803b7f427a5a90763ea308a090cb0d94b4a0b6780.jpg,Плитка кондитерская молочная,"""Белочка""",NaN,Вес - 20 г,Упаковка - флоу-пак
442,acfa43e6500091c0201849730c6ea58be240aca3e51a08e8e0415dd42579f2e9.jpg,Молочный шоколад с кофейной начинкой,"""Corazon de moka""",Годен до декабря 2018,Вес - 100 г,Упаковка - флоу-пак
443,fe91e394bf628fa73f3ca92e5468c4f90bdc0c90af704ada51a2d295bd969584.jpg,Шоколад молочный,"""Шоколад молочный""  (название условное)",NaN,Вес - 20 г,Упаковка - флоу-пак
444,757ae86e447d968a1196e449b572efbdbac97bdcea94486eee402f4030b88818.jpg,Шоколад горький ореховый,"""Идеал""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
445,c9c3264244e4243d4fe977e6adcd1a7876b323809abb3c5e839aeabb0d1e3bb6.jpg,Шоколад молочный,"""Шоколад молочный""  (название условное)",NaN,Вес - 20 г,Упаковка - флоу-пак
446,6a36baf3718f346d2fcd17e23a7f7b2d0157b16b2b71ca5b4303e53f997b887b.jpg,Шоколад с мятной начинкой,"""Corazon de menta""",Годен до марта 2019,Вес - 100 г,Упаковка - флоу-пак
447,2cba4f6ef925875cd4950d38e45f0071aca3e2429cf95f11b24aafe63f6994e4.jpg,Молочный шоколад,"""Вальс""",NaN,Вес - 100 г,Упаковка - конверт
448,ed175e39abf28cb5fdade87fb0bd8c387d5d318b325ade4baa0485e7550f38a4.jpg,Шоколад молочный,"""Шоколад молочный""  (название условное)",NaN,Вес - 20 г,Упаковка - флоу-пак
449,a86506f531c08db3903dbded7882298b6cfe6696ddcf58e1b03293a2851dbf91.jpg,Молочный шоколад,"""Весна""",NaN,Вес - 25 г,Упаковка - конверт
450,43710b7aa57db46470c1495bf4847978a1fa6f8fb0e5374654e3708f1120b1e6.jpg,Черный шоколад,"""Supremo""",NaN,Вес - 100 г,Упаковка - конверт
451,dbf2dd04ab5874cd77f07d8c367f59007236b50b1cba698924d457f10bcdde49.jpg,Плитка кондитерская десертная,"""Тигер""",NaN,Вес - 100 г,Упаковка - конверт
452,997170c1f82d91083fd7bd4caceefd18e28938af9f761f08175abdeee665cf42.jpg,Шоколад молочный,"""Шоколад молочный""  (название условное)",NaN,Вес - 20 г,Упаковка - флоу-пак
453,15f8a6151f091457b223ed7ee1e799424e4bd5e69c4780d5d3d16ac519f35e79.jpg,Молочный шоколад,"""Весна""",NaN,Вес - 100 г,Упаковка - конверт
454,e096bb144b66263815bc0042cd944422a8bd52bded6621b7e385eb01437202b5.jpg,Плитка кондитерская десертная с арахисом,"""Ну, погоди!""",NaN,Вес - 100 г,Упаковка - конверт
455,8f1f0a86be460743dbaacf3f754368866e3f8ee106ce79d5d2695f728a438b11.jpg,Черный шоколад 80%,"""Gold""",Годен до мая 2019,Вес - 100 г,Упаковка - флоу-пак
456,406128658e9ec52e5b12e9c0e2a460fb34d304d2f54a2319e3350e2ca316c417.jpg,Молочный шоколад,"""Любимый""",Годен до февраля 1999,Вес - 100 г,Упаковка - конверт
457,f75133d3c5771bdcaaa18da3fca1174f76e5c79f819f7a5408b00dee234d60a3.jpg,Плитка кондитерская десертная с арахисом,"""Сказочный мир""",NaN,Вес - 100 г,Упаковка - конверт
458,a8be07fc4d8eee6c8cecb0f21cf32b31669d217794077930a5c88bb21c3daae3.jpg,Шоколад молочный,"""Люби меня!""  (название условное)",NaN,Вес - 100 г,Упаковка - конверт
459,478adb951cd237ff8f18c9c073f73045501f92c052f8e3d4cd7e6ea744e5fac5.jpg,Молочный шоколад с воздушным рисом и изюмом,"""Елена""",NaN,Вес - 100 г,Упаковка - конверт
